POSTNR	POSTSTAD	POSTNR- OG STAD	BRUKSOMRÅDE	FOLKETAL	BYDEL	KOMMNR	KOMMUNE	FYLKE	LAT	LON	DATAKVALITET	DATAKVALITETSFORKLARING	SIST OPPDATERT
0215	Oslo	0215 OSLO	Postboksar		Ullern	301	Oslo	Oslo	59.9228	10.6793	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0216	Oslo	0216 OSLO	Postboksar		Ullern	301	Oslo	Oslo	59.91764	10.63636	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:51
0217	Oslo	0217 OSLO	Postboksar			301	Oslo	Oslo	59.9228	10.6793	6	Usikker plassering	2014-10-04 15:17:02
0218	Oslo	0218 OSLO	Postboksar		Ullern	301	Oslo	Oslo	59.92522	10.67481	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0230	Oslo	0230 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9146	10.7199	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
0240	Oslo	0240 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9146	10.7149	2	Koordinatane er retta av Erik Bolstad	2018-10-11 19:10:06
0241	OSLO (ikkje i bruk)	0241 OSLO (ikkje i bruk)	Usikker			301	Oslo	Oslo	59.91	10.75	6	Usikker plassering	2018-10-03 16:52:23
0242	Oslo (ikkje i bruk)	0242 OSLO (ikkje i bruk)	Firma/organisasjon med eige postnummer		Frogner	301	Oslo	Oslo	59.9146	10.7177	2	Koordinatane er retta av Erik Bolstad	2012-09-07 08:46:23
0243	OSLO (ikkje i bruk)	0243 OSLO (ikkje i bruk)	Usikker			301	Oslo	Oslo	59.91	10.75	6	Usikker plassering	2018-10-03 16:52:23
0244	Oslo	0244 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9192	10.6972	2	Koordinatane er retta av Erik Bolstad	2018-10-11 19:10:32
0245	Oslo (ikkje i bruk)	0245 OSLO (ikkje i bruk)	Firma/organisasjon med eige postnummer			301	Oslo	Oslo	59.9083	10.7153	2	Koordinatane er retta av Erik Bolstad	2018-10-03 16:30:31
0246	Oslo (ikkje i bruk)	0246 OSLO (ikkje i bruk)	Firma/organisasjon med eige postnummer		Frogner	301	Oslo	Oslo	59.9083	10.7153	2	Koordinatane er retta av Erik Bolstad	2013-06-08 01:27:17
0247	Oslo	0247 OSLO	Postboksar		Ullern	301	Oslo	Oslo	59.9198	10.6855	5	Koordinatane er retta av ein yr.no-brukar	2018-10-11 02:13:42
0250	Oslo	0250 OSLO	Gate-/veg-adresse	479	Frogner	301	Oslo	Oslo	59.9101	10.7244	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:28:12
0251	Oslo	0251 OSLO	Gate-/veg-adresse	253	Sentrum	301	Oslo	Oslo	59.9123	10.7252	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:28:59
0252	Oslo	0252 OSLO	Gate-/veg-adresse	318	Frogner	301	Oslo	Oslo	59.9081	10.7218	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:26:22
0253	Oslo	0253 OSLO	Gate-/veg-adresse	1292	Frogner	301	Oslo	Oslo	59.9136	10.7239	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:57
0254	Oslo	0254 OSLO	Gate-/veg-adresse	1161	Frogner	301	Oslo	Oslo	59.9127	10.7207	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:45:00
0255	Oslo	0255 OSLO	Gate-/veg-adresse	13	Frogner	301	Oslo	Oslo	59.9151	10.7219	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:58
0256	Oslo	0256 OSLO	Gate-/veg-adresse	974	Frogner	301	Oslo	Oslo	59.9172	10.7201	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:59
0257	Oslo	0257 OSLO	Gate-/veg-adresse	1388	Frogner	301	Oslo	Oslo	59.9169	10.7167	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:28:14
0258	Oslo	0258 OSLO	Gate-/veg-adresse	1167	Frogner	301	Oslo	Oslo	59.92	10.7226	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:12
0259	Oslo	0259 OSLO	Gate-/veg-adresse	1984	Frogner	301	Oslo	Oslo	59.921	10.7171	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:01
0260	Oslo	0260 OSLO	Gate-/veg-adresse	2243	Frogner	301	Oslo	Oslo	59.9225	10.7119	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:11:18
0262	Oslo	0262 OSLO	Gate-/veg-adresse	959	Frogner	301	Oslo	Oslo	59.9168	10.7118	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:28:00
0263	Oslo	0263 OSLO	Gate-/veg-adresse	1309	Frogner	301	Oslo	Oslo	59.9186	10.7118	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:25
0264	Oslo	0264 OSLO	Gate-/veg-adresse	1482	Frogner	301	Oslo	Oslo	59.9166	10.7061	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:45:01
0265	Oslo	0265 OSLO	Gate-/veg-adresse	1262	Frogner	301	Oslo	Oslo	59.9183	10.7048	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:00
0266	Oslo	0266 OSLO	Gate-/veg-adresse	1703	Frogner	301	Oslo	Oslo	59.9206	10.7067	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:01
0267	Oslo	0267 OSLO	Gate-/veg-adresse	1433	Frogner	301	Oslo	Oslo	59.9205	10.7026	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:43:35
0268	Oslo	0268 OSLO	Gate-/veg-adresse	1230	Frogner	301	Oslo	Oslo	59.9208	10.6967	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:08
0270	Oslo	0270 OSLO	Gate-/veg-adresse	1334	Frogner	301	Oslo	Oslo	59.9117	10.7163	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:29:24
0271	Oslo	0271 OSLO	Gate-/veg-adresse	1377	Frogner	301	Oslo	Oslo	59.9132	10.7078	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:30:49
0272	Oslo	0272 OSLO	Gate-/veg-adresse	1462	Frogner	301	Oslo	Oslo	59.9136	10.7095	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:39
0273	Oslo	0273 OSLO	Gate-/veg-adresse	1560	Frogner	301	Oslo	Oslo	59.9181	10.6953	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:45:11
0274	Oslo	0274 OSLO	Gate-/veg-adresse	1559	Ullern	301	Oslo	Oslo	59.9248	10.692	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:28:36
0275	Oslo	0275 OSLO	Gate-/veg-adresse	1811	Ullern	301	Oslo	Oslo	59.926	10.6742	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:22
0276	Oslo	0276 OSLO	Gate-/veg-adresse	1825	Ullern	301	Oslo	Oslo	59.925	10.6835	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:43:48
0277	Oslo	0277 OSLO	Gate-/veg-adresse	20	Ullern	301	Oslo	Oslo	59.9212	10.6779	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:40
0278	Oslo	0278 OSLO	Gate-/veg-adresse	96	Ullern	301	Oslo	Oslo	59.9198	10.6838	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:44:39
0279	Oslo	0279 OSLO	Gate-/veg-adresse	768	Ullern	301	Oslo	Oslo	59.9209	10.6807	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:50
0280	Oslo	0280 OSLO	Gate-/veg-adresse	1862	Ullern	301	Oslo	Oslo	59.9255	10.6603	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:36
0281	Oslo	0281 OSLO	Gate-/veg-adresse	2247	Ullern	301	Oslo	Oslo	59.9208	10.6622	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:45:54
0282	Oslo	0282 OSLO	Gate-/veg-adresse	1155	Ullern	301	Oslo	Oslo	59.9206	10.65	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:26
0283	Oslo	0283 OSLO	Gate-/veg-adresse	2441	Ullern	301	Oslo	Oslo	59.9179	10.6424	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:35
0284	Oslo	0284 OSLO	Gate-/veg-adresse	1858	Ullern	301	Oslo	Oslo	59.9238	10.6355	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:09
0286	Oslo	0286 OSLO	Gate-/veg-adresse	1724	Frogner	301	Oslo	Oslo	59.9007	10.6857	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:40
0287	Oslo	0287 OSLO	Gate-/veg-adresse	1761	Frogner	301	Oslo	Oslo	59.9049	10.6791	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:34
0301	Oslo	0301 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9295	10.7174	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0302	Oslo	0302 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9295	10.7174	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0303	Oslo	0303 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9295	10.7174	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0304	Oslo	0304 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9295	10.7174	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0305	Oslo	0305 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9295	10.7174	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0306	Oslo	0306 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9295	10.7174	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0307	Oslo	0307 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.9295	10.7174	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0308	Oslo	0308 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.92739	10.72741	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:17
0309	Oslo	0309 OSLO	Postboksar		Vestre Aker	301	Oslo	Oslo	59.94930	10.67658	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:47
0310	Oslo (Ikkje i bruk)	0310 OSLO (Ikkje i bruk)	Fleire bruksområde	6	Ullern	301	Oslo	Oslo	59.9302	10.6597	2	Koordinatane er retta av Erik Bolstad	2012-09-24 17:05:42
0311	Oslo	0311 OSLO	Postboksar		Ullern	301	Oslo	Oslo	59.92854	10.64718	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0312	OSLO (ikkje i bruk)	0312 OSLO (ikkje i bruk)	Usikker			301	Oslo	Oslo	59.91	10.75	6	Usikker plassering	2018-10-03 16:52:23
0313	Oslo	0313 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9403	10.721	1	Koordinatane gjeld postkontoret	2017-10-15 12:44:29
0314	Oslo	0314 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.94028	10.7210	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0315	Oslo	0315 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9406	10.7231	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0316	Oslo	0316 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9406	10.7231	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0317	Oslo	0317 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9406	10.7231	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0318	Oslo	0318 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9406	10.7231	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0319	Oslo	0319 OSLO	Postboksar		Vestre Aker	301	Oslo	Oslo	59.94306	10.70343	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0320	Oslo (ikkje i bruk)	0320 OSLO (ikkje i bruk)	Gate-/veg-adresse	0		301	Oslo	Oslo	59.9494	10.7193	3	Koordinatane er kontrollerte av ein yr.no-brukar	2018-10-03 16:30:31
0323	Oslo	0323 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.92207	10.72738	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0330	Oslo	0330 OSLO	Postboksar		Frogner	301	Oslo	Oslo	59.92942	10.71751	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0340	Oslo	0340 OSLO	Gateadresser og postboksar		St.Hanshaugen	301	Oslo	Oslo	59.9347	10.7197	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:11
0341	Oslo (ikkje i bruk)	0341 OSLO (ikkje i bruk)	Firma/organisasjon med eige postnummer			301	Oslo	Oslo	59.9355	10.7205	2	Koordinatane er retta av Erik Bolstad	2018-10-03 16:30:31
0342	Oslo (ikkje i bruk)	0342 OSLO (ikkje i bruk)	Firma/organisasjon med eige postnummer			301	Oslo	Oslo	59.9355	10.7205	2	Koordinatane er retta av Erik Bolstad	2018-10-03 16:30:31
0349	Oslo	0349 OSLO	Gate-/veg-adresse		Nordre Aker	301	Oslo	Oslo	59.9423	10.7167	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:29:19
0350	Oslo	0350 OSLO	Gate-/veg-adresse	1618	Frogner	301	Oslo	Oslo	59.9219	10.7305	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:00
0351	Oslo	0351 OSLO	Gate-/veg-adresse	752	Frogner	301	Oslo	Oslo	59.9227	10.7259	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:36
0352	Oslo	0352 OSLO	Gate-/veg-adresse	881	Frogner	301	Oslo	Oslo	59.9224	10.7281	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:44:28
0353	Oslo	0353 OSLO	Gate-/veg-adresse	856	Frogner	301	Oslo	Oslo	59.9244	10.7174	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:36
0354	Oslo	0354 OSLO	Gate-/veg-adresse	1425	Frogner	301	Oslo	Oslo	59.926	10.7289	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:09:07
0355	Oslo	0355 OSLO	Gate-/veg-adresse	1461	Frogner	301	Oslo	Oslo	59.9245	10.7227	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:37
0356	Oslo	0356 OSLO	Gate-/veg-adresse	1553	Frogner	301	Oslo	Oslo	59.9271	10.7252	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:28:25
0357	Oslo	0357 OSLO	Gate-/veg-adresse	1127	Frogner	301	Oslo	Oslo	59.9266	10.7223	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:15
0358	Oslo	0358 OSLO	Gate-/veg-adresse	1864	St.Hanshaugen	301	Oslo	Oslo	59.9312	10.7311	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:51
0359	Oslo	0359 OSLO	Gate-/veg-adresse	427	St.Hanshaugen	301	Oslo	Oslo	59.9337	10.7316	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:51
0360	Oslo	0360 OSLO	Gate-/veg-adresse	1348	St.Hanshaugen	301	Oslo	Oslo	59.9318	10.7269	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:51
0361	Oslo	0361 OSLO	Gate-/veg-adresse	1309	St.Hanshaugen	301	Oslo	Oslo	59.9341	10.7262	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:28:20
0362	Oslo	0362 OSLO	Gate-/veg-adresse	1454	Frogner	301	Oslo	Oslo	59.9305	10.7221	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:09
0363	Oslo	0363 OSLO	Gate-/veg-adresse	2022	Frogner	301	Oslo	Oslo	59.9314	10.718	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:30
0364	Oslo	0364 OSLO	Gate-/veg-adresse	1469	Frogner	301	Oslo	Oslo	59.9303	10.7206	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:00
0365	Oslo	0365 OSLO	Gate-/veg-adresse	1063	Frogner	301	Oslo	Oslo	59.9284	10.7221	2	Koordinatane er retta av Erik Bolstad	2013-09-17 14:08:01
0366	Oslo	0366 OSLO	Gate-/veg-adresse	1204	Frogner	301	Oslo	Oslo	59.9284	10.7183	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:00
0367	Oslo	0367 OSLO	Gate-/veg-adresse	1941	Frogner	301	Oslo	Oslo	59.9265	10.716	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:45:55
0368	Oslo	0368 OSLO	Gate-/veg-adresse	1893	Frogner	301	Oslo	Oslo	59.9275	10.7128	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:45:02
0369	Oslo	0369 OSLO	Gate-/veg-adresse	1262	Frogner	301	Oslo	Oslo	59.9321	10.7068	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:29:00
0370	Oslo	0370 OSLO	Gate-/veg-adresse	883	Vestre Aker	301	Oslo	Oslo	59.9372	10.7017	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:13
0371	Oslo	0371 OSLO	Gate-/veg-adresse	469	Vestre Aker	301	Oslo	Oslo	59.9374	10.7152	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:10:57
0372	Oslo	0372 OSLO	Gate-/veg-adresse	1477	Nordre Aker	301	Oslo	Oslo	59.9541	10.7204	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:02
0373	Oslo	0373 OSLO	Gate-/veg-adresse	1755	Vestre Aker	301	Oslo	Oslo	59.9421	10.7092	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:44:29
0374	Oslo	0374 OSLO	Gate-/veg-adresse	2051	Vestre Aker	301	Oslo	Oslo	59.9425	10.6978	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:52
0375	Oslo	0375 OSLO	Gate-/veg-adresse	2690	Ullern	301	Oslo	Oslo	59.9335	10.6889	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:29:02
0376	Oslo	0376 OSLO	Gate-/veg-adresse	2516	Vestre Aker	301	Oslo	Oslo	59.9426	10.6812	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:53
0377	Oslo	0377 OSLO	Gate-/veg-adresse	1852	Ullern	301	Oslo	Oslo	59.9346	10.6787	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:29:30
0378	Oslo	0378 OSLO	Gate-/veg-adresse	1994	Vestre Aker	301	Oslo	Oslo	59.9396	10.6663	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:46
0379	Oslo	0379 OSLO	Gate-/veg-adresse	1731	Ullern	301	Oslo	Oslo	59.932	10.6684	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:26
0380	Oslo	0380 OSLO	Gate-/veg-adresse	1811	Ullern	301	Oslo	Oslo	59.9321	10.6552	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:32
0381	Oslo	0381 OSLO	Gate-/veg-adresse	1379	Ullern	301	Oslo	Oslo	59.9285	10.6487	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:24
0382	Oslo	0382 OSLO	Gate-/veg-adresse	2009	Ullern	301	Oslo	Oslo	59.9307	10.6436	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:44:02
0383	Oslo	0383 OSLO	Gate-/veg-adresse	1914	Ullern	301	Oslo	Oslo	59.9321	10.6362	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:02
0401	Oslo	0401 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9506	10.7724	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0402	Oslo	0402 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9506	10.7724	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0403	Oslo	0403 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9506	10.7724	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0404	Oslo	0404 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9506	10.7724	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0405	Oslo	0405 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9506	10.7724	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0406	Oslo	0406 OSLO	Postboksar		Sagene	301	Oslo	Oslo	59.94076	10.75945	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0407	Oslo (ikkje i bruk)	0407 OSLO (Ikkje i bruk)	Firma/organisasjon med eige postnummer		St.Hanshaugen	301	Oslo	Oslo	59.938	10.7364	2	Koordinatane er retta av Erik Bolstad	2012-09-24 17:05:42
0408	Oslo (ikkje i bruk)	0408 OSLO (ikkje i bruk)	Postboksar		St.Hanshaugen	301	Oslo	Oslo	59.9486	10.7329	1	Koordinatane gjeld postkontoret	2018-10-03 16:40:12
0409	Oslo	0409 OSLO	Postboksar	0	Nordre Aker	301	Oslo	Oslo	59.94560	10.77718	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:47
0410	Oslo	0410 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.94918	10.76651	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0411	Oslo	0411 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.96598	10.77695	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0412	Oslo	0412 OSLO	Postboksar		Sagene	301	Oslo	Oslo	59.934	10.7614	1	Koordinatane gjeld postkontoret	0000-00-00 00:00:00
0413	Oslo	0413 OSLO	Postboksar		Sagene	301	Oslo	Oslo	59.94727	10.76923	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0415	Oslo	0415 OSLO	Postboksar		Sagene	301	Oslo	Oslo	59.93558	10.75239	1	Koordinatane gjeld postkontoret	2011-10-11 09:55:52
0421	Oslo	0421 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.94740	10.7691	1	Koordinatane gjeld postkontoret	2011-10-11 09:57:13
0422	Oslo	0422 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9506	10.7724	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0423	Oslo	0423 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9506	10.7724	2	Koordinatane er retta av Erik Bolstad	0000-00-00 00:00:00
0424	Oslo	0424 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9505	10.7724	1	Koordinatane gjeld postkontoret	2018-10-03 18:26:47
0425	OSLO (ikkje i bruk)	0425 OSLO (ikkje i bruk)	Usikker			301	Oslo	Oslo	59.91	10.75	6	Usikker plassering	2018-10-03 16:52:23
0426	Oslo (ikkje i bruk)	0426 OSLO (ikkje i bruk)	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9506	10.7724	2	Koordinatane er retta av Erik Bolstad	2013-09-18 23:39:52
0440	Oslo	0440 OSLO	Postboksar		St.Hanshaugen	301	Oslo	Oslo	59.9470	10.7689	5	Koordinatane er retta av ein yr.no-brukar	2015-06-25 23:07:22
0441	Oslo	0441 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9470	10.7689	5	Koordinatane er retta av ein yr.no-brukar	2018-10-03 21:20:34
0442	Oslo	0442 OSLO	Postboksar		Nordre Aker	301	Oslo	Oslo	59.9470	10.7689	5	Koordinatane er retta av ein yr.no-brukar	2018-10-03 21:20:35
0444	OSLO (ikkje i bruk)	0444 OSLO (ikkje i bruk)	Usikker			301	Oslo	Oslo	59.91	10.75	6	Usikker plassering	2018-10-03 16:52:23
0445	Oslo	0445 OSLO	Gate-/veg-adresse		Sagene	301	Oslo	Oslo	59.943	10.7615	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:10
0450	Oslo	0450 OSLO	Gate-/veg-adresse	269	St.Hanshaugen	301	Oslo	Oslo	59.9359	10.734	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:41
0451	Oslo	0451 OSLO	Gate-/veg-adresse	823	St.Hanshaugen	301	Oslo	Oslo	59.9348	10.7337	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:10
0452	Oslo	0452 OSLO	Gate-/veg-adresse	1110	St.Hanshaugen	301	Oslo	Oslo	59.93	10.7346	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:11
0454	Oslo	0454 OSLO	Gate-/veg-adresse	1660	St.Hanshaugen	301	Oslo	Oslo	59.9305	10.7389	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:01
0455	Oslo	0455 OSLO	Gate-/veg-adresse	1179	St.Hanshaugen	301	Oslo	Oslo	59.9334	10.7418	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:45:02
0456	Oslo	0456 OSLO	Gate-/veg-adresse	1435	St.Hanshaugen	301	Oslo	Oslo	59.9318	10.7462	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:43:56
0457	Oslo	0457 OSLO	Gate-/veg-adresse	1278	Sagene	301	Oslo	Oslo	59.9299	10.7496	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:01
0458	Oslo	0458 OSLO	Gate-/veg-adresse	1486	Sagene	301	Oslo	Oslo	59.9307	10.7538	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:26
0459	Oslo	0459 OSLO	Gate-/veg-adresse	192	Sagene	301	Oslo	Oslo	59.9303	10.7553	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:11
0460	Oslo	0460 OSLO	Gate-/veg-adresse	959	Sagene	301	Oslo	Oslo	59.9331	10.7516	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:37
0461	Oslo	0461 OSLO	Gate-/veg-adresse	1653	Sagene	301	Oslo	Oslo	59.9356	10.7544	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:26
0462	Oslo	0462 OSLO	Gate-/veg-adresse	502	Sagene	301	Oslo	Oslo	59.9374	10.7508	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:38
0463	Oslo	0463 OSLO	Gate-/veg-adresse	1355	Sagene	301	Oslo	Oslo	59.9377	10.7552	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:12:49
0464	Oslo	0464 OSLO	Gate-/veg-adresse	1575	Sagene	301	Oslo	Oslo	59.9394	10.7537	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:27:29
0465	Oslo	0465 OSLO	Gate-/veg-adresse	540	Sagene	301	Oslo	Oslo	59.9381	10.7585	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:01
0467	Oslo	0467 OSLO	Gate-/veg-adresse	1837	Sagene	301	Oslo	Oslo	59.9448	10.761	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:44:40
0468	Oslo	0468 OSLO	Gate-/veg-adresse	2316	Sagene	301	Oslo	Oslo	59.9427	10.7599	2	Koordinatane er retta av Erik Bolstad	2018-10-22 19:10:16
0469	Oslo	0469 OSLO	Gate-/veg-adresse	1510	Sagene	301	Oslo	Oslo	59.9408	10.7622	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:46:41
0470	Oslo	0470 OSLO	Gate-/veg-adresse	1491	Sagene	301	Oslo	Oslo	59.9397	10.7627	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:27
0472	Oslo	0472 OSLO	Gate-/veg-adresse	556	Sagene	301	Oslo	Oslo	59.9381	10.7646	2	Koordinatane er retta av Erik Bolstad	2018-10-22 22:47:37
