POSTNR	POSTSTAD	POSTNR- OG STAD	BRUKSOMRÅDE	FOLKETAL	BYDEL	KOMMNR	KOMMUNE	FYLKE	LAT	LON	DATAKVALITET	DATAKVALITETSFORKLARING	SIST OPPDATERT
5229	Kalandseidet	5229 KALANDSEIDET	Gate-/veg-adresse	1395	Fana	4601	Bergen	Vestland	60.2683	5.43	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5230	Paradis	5230 PARADIS	Gate-/veg-adresse		Fana	4601	Bergen	Vestland	60.3451	5.3393	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5231	Paradis	5231 PARADIS	Gate-/veg-adresse	2482	Fana	4601	Bergen	Vestland	60.3373	5.3472	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5232	Paradis	5232 PARADIS	Gate-/veg-adresse	2886	Fana	4601	Bergen	Vestland	60.3287	5.3455	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5233	Haukeland (ikkje i bruk)	5233 HAUKELAND (ikkje i bruk)	Historisk			4601	Bergen	Vestland	60.3596	5.4549	6	Usikker plassering	2020-02-19 01:28:57
5234	Garnes (ikkje i bruk)	5234 GARNES (ikkje i bruk)	Historisk			4601	Bergen	Vestland	60.4413	5.4627	6	Usikker plassering	2020-02-19 01:28:57
5235	Rådal	5235 RÅDAL	Gate-/veg-adresse	3093	Ytrebygda	4601	Bergen	Vestland	60.3052	5.3181	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5236	Rådal	5236 RÅDAL	Gate-/veg-adresse	2542	Fana	4601	Bergen	Vestland	60.30374	5.33782	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:15
5237	Rådal	5237 RÅDAL	Gate-/veg-adresse		Ytrebygda	4601	Bergen	Vestland	60.296	5.3092	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5238	Rådal	5238 RÅDAL	Gate-/veg-adresse	3062	Fana	4601	Bergen	Vestland	60.2999	5.3505	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5239	Rådal	5239 RÅDAL	Gate-/veg-adresse	5977	Ytrebygda	4601	Bergen	Vestland	60.289	5.3149	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5240	Valestrandsfossen (ikkje i bruk)	5240 VALESTRANDSFOSSEN (ikkje i bruk)	Historisk	0		4630	Osterøy	Vestland	60.5057	5.4327	6	Usikker plassering	2020-02-19 01:28:57
5243	Fana	5243 FANA	Gate-/veg-adresse	2399	Fana	4601	Bergen	Vestland	60.2647	5.3550	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5244	Fana	5244 FANA	Gate-/veg-adresse	2768	Fana	4601	Bergen	Vestland	 60.2637	5.3332	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5247	Bruvik (ikkje i bruk)	5247 BRUVIK (ikkje i bruk)	Historisk			4630	Osterøy	Vestland	60.4807	5.6833	6	Usikker plassering	2020-02-19 01:28:57
5248	Haus (ikkje i bruk)	5248 HAUS (ikkje i bruk)	Historisk			4630	Osterøy	Vestland	60.4531	5.4960	6	Usikker plassering	2020-02-19 01:28:57
5250	Lonevåg (ikkje i bruk)	5250 LONEVÅG (ikkje i bruk)	Historisk			4630	Osterøy	Vestland	60.5256	5.4956	6	Usikker plassering	2020-02-19 01:28:57
5251	Søreidgrend	5251 SØREIDGREND	Gate-/veg-adresse	2640	Ytrebygda	4601	Bergen	Vestland	60.3143	5.2812	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5252	Søreidgrend	5252 SØREIDGREND	Gate-/veg-adresse	3611	Ytrebygda	4601	Bergen	Vestland	60.3107	5.2616	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5253	Sandsli	5253 SANDSLI	Gate-/veg-adresse	3149	Ytrebygda	4601	Bergen	Vestland	60.3072	5.2857	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5254	Sandsli	5254 SANDSLI	Gate-/veg-adresse	1867	Ytrebygda	4601	Bergen	Vestland	60.293	5.2766	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:15
5255	Fotlandsvåg (ikkje i bruk)	5255 FOTLANDSVÅG (ikkje i bruk)	Historisk			4630	Osterøy	Vestland	60.5896	5.5240	6	Usikker plassering	2020-02-19 01:28:57
5256	Tyssebotnen (ikkje i bruk)	5256 TYSSEBOTNEN (ikkje i bruk)	Historisk			4630	Osterøy	Vestland	60.61894	5.58718	6	Usikker plassering	2020-02-19 01:28:57
5257	Kokstad	5257 KOKSTAD	Gate-/veg-adresse	388	Ytrebygda	4601	Bergen	Vestland	60.3012	5.2646	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5258	Blomsterdalen	5258 BLOMSTERDALEN	Gate-/veg-adresse	2893	Ytrebygda	4601	Bergen	Vestland	60.2838	5.2515	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5259	Hjellestad	5259 HJELLESTAD	Gate-/veg-adresse	2546	Ytrebygda	4601	Bergen	Vestland	60.25646	5.24015	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:15
5260	Indre Arna	5260 INDRE ARNA	Gate-/veg-adresse	2465	Arna	4601	Bergen	Vestland	60.4308	5.4689	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5261	Indre Arna	5261 INDRE ARNA	Gate-/veg-adresse	849	Arna	4601	Bergen	Vestland	60.4194	5.4655	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5262	Arnatveit	5262 ARNATVEIT	Gate-/veg-adresse	2082	Arna	4601	Bergen	Vestland	60.4076	5.4775	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5263	Trengereid	5263 TRENGEREID	Gate-/veg-adresse	354	Arna	4601	Bergen	Vestland	60.4284	5.6275	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5264	Garnes	5264 GARNES	Gate-/veg-adresse	1466	Arna	4601	Bergen	Vestland	60.4450	5.4705	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5265	Ytre Arna	5265 YTRE ARNA	Gate-/veg-adresse	2851	Arna	4601	Bergen	Vestland	60.4587	5.4391	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5267	Espeland	5267 ESPELAND	Gate-/veg-adresse	1387	Arna	4601	Bergen	Vestland	60.3817	5.4670	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5268	Haukeland	5268 HAUKELAND	Gate-/veg-adresse	1413	Arna	4601	Bergen	Vestland	60.3596	5.4549	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5270	Vaksdal (ikkje i bruk)	5270 VAKSDAL (ikkje i bruk)	Historisk			4628	Vaksdal	Vestland	60.4776	5.7424	6	Usikker plassering	2020-02-19 01:28:57
5274	Bolstadøyri (ikkje i bruk)	5274 BOLSTADØYRI (ikkje i bruk)	Historisk			4621	Voss	Vestland	60.6403	5.9534	6	Usikker plassering	2020-02-19 01:28:57
5275	Evanger (ikkje i bruk)	5275 EVANGER (ikkje i bruk)	Historisk			4621	Voss	Vestland	60.6472	6.1122	6	Usikker plassering	2020-02-19 01:28:57
5280	Dalekvam (ikkje i bruk)	5280 DALEKVAM (ikkje i bruk)	Historisk			4628	Vaksdal	Vestland	60.58986	5.81925	6	Usikker plassering	2020-02-19 01:28:57
5281	Valestrandsfossen	5281 VALESTRANDSFOSSEN	Gate-/veg-adresse	2791		4630	Osterøy	Vestland	60.5057	5.4327	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:23
5282	Lonevåg	5282 LONEVÅG	Gate-/veg-adresse	2186		4630	Osterøy	Vestland	60.5256	5.4956	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:23
5283	Fotlandsvåg	5283 FOTLANDSVÅG	Gate-/veg-adresse	653		4630	Osterøy	Vestland	60.5896	5.5240	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:23
5284	Tyssebotnen	5284 TYSSEBOTNEN	Gate-/veg-adresse	149		4630	Osterøy	Vestland	60.61894	5.58718	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:23
5285	Bruvik	5285 BRUVIK	Gate-/veg-adresse	376		4630	Osterøy	Vestland	60.4807	5.6833	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:23
5286	Haus	5286 HAUS	Gate-/veg-adresse	1300		4630	Osterøy	Vestland	60.4531	5.4960	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:23
5291	Valestrandsfossen	5291 VALESTRANDSFOSSEN	Postboksar	0		4630	Osterøy	Vestland	60.50529	5.43009	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:09
5293	Lonevåg	5293 LONEVÅG	Postboksar			4630	Osterøy	Vestland	60.52522	5.49678	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:09
5294	Eidslandet (ikkje i bruk)	5294 EIDSLANDET (ikkje i bruk)	Historisk			4628	Vaksdal	Vestland	60.7347	5.8016	6	Usikker plassering	2020-02-19 01:28:57
5295	FOTLANDSVÅG (ikkje i bruk)	5295 FOTLANDSVÅG (ikkje i bruk)	Usikker			4630	Osterøy	Vestland	60.5896	5.5240	6	Usikker plassering	2020-02-19 01:28:57
5299	Haus	5299 HAUS	Postboksar			4630	Osterøy	Vestland	60.45285	5.49572	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:09
5300	Kleppestø	5300 KLEPPESTØ	Gate-/veg-adresse	6544		4627	Askøy	Vestland	60.4133	5.2197	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:13
5301	Kleppestø	5301 KLEPPESTØ	Gate-/veg-adresse			4627	Askøy	Vestland	60.4069	5.2063	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:13
5302	Strusshamn	5302 STRUSSHAMN	Gate-/veg-adresse	2401		4627	Askøy	Vestland	60.4041	5.1907	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:13
5303	Follese	5303 FOLLESE	Gate-/veg-adresse	1272		4627	Askøy	Vestland	60.4093	5.1572	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:13
5304	Hetlevik	5304 HETLEVIK	Gate-/veg-adresse	983		4627	Askøy	Vestland	60.4241	5.148	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:13
5305	Florvåg	5305 FLORVÅG	Gate-/veg-adresse	2483		4627	Askøy	Vestland	60.4199	5.2385	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:13
5306	Erdal	5306 ERDAL	Gate-/veg-adresse	2471		4627	Askøy	Vestland	60.4434	5.2271	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:13
5307	Ask	5307 ASK	Gate-/veg-adresse	1987		4627	Askøy	Vestland	60.4786	5.2136	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:13
5308	Kleppestø	5308 KLEPPESTØ	Gate-/veg-adresse			4627	Askøy	Vestland	60.4274	5.1873	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:13
5309	Kleppestø	5309 KLEPPESTØ	Gate-/veg-adresse			4627	Askøy	Vestland	60.4397	5.1881	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:13
5310	Hauglandshella	5310 HAUGLANDSHELLA	Gate-/veg-adresse	5171		4627	Askøy	Vestland	60.447	5.1587	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:13
5311	Kjerrgarden	5311 KJERRGARDEN	Postboksar			4627	Askøy	Vestland	60.50233	5.07277	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5314	Kjerrgarden	5314 KJERRGARDEN	Gate-/veg-adresse	1902		4627	Askøy	Vestland	60.5018	5.0901	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:14
5315	Herdla	5315 HERDLA	Gate-/veg-adresse	339		4627	Askøy	Vestland	60.5716	4.9523	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:14
5318	Strusshamn	5318 STRUSSHAMN	Postboksar			4627	Askøy	Vestland	60.40637	5.19437	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5319	Kleppestø	5319 KLEPPESTØ	Postboksar			4627	Askøy	Vestland	60.42241	5.20329	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5320	Kjerrgarden (ikkje i bruk)	5320 KJERRGARDEN (ikkje i bruk)	Historisk			4627	Askøy	Vestland	60.50233	5.07277	6	Usikker plassering	2020-02-19 01:28:57
5321	Kleppestø	5321 KLEPPESTØ	Postboksar			4627	Askøy	Vestland	60.4120	5.2196	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5322	Kleppestø	5322 KLEPPESTØ	Postboksar			4627	Askøy	Vestland	60.4120	5.2196	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5323	Kleppestø	5323 KLEPPESTØ	Postboksar			4627	Askøy	Vestland	60.4120	5.2196	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5325	Follese	5325 FOLLESE	Postboksar			4627	Askøy	Vestland	60.40935	5.15708	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5326	Ask	5326 ASK	Postboksar			4627	Askøy	Vestland	60.48176	5.21333	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5327	Hauglandshella	5327 HAUGLANDSHELLA	Postboksar			4627	Askøy	Vestland	60.45994	5.15122	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5328	Herdla (ikkje i bruk)	5328 HERDLA (ikkje i bruk)	Historisk			4627	Askøy	Vestland	60.5716	4.9523	6	Usikker plassering	2020-02-19 01:28:57
5329	Florvåg	5329 FLORVÅG	Postboksar			4627	Askøy	Vestland	60.42284	5.23954	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5331	Rong	5331 RONG	Postboksar			4626	Øygarden	Vestland	60.51346	4.90957	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5333	Tjeldstø	5333 TJELDSTØ	Postboksar			4626	Øygarden	Vestland	60.58988	4.84076	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5334	Hellesøy	5334 HELLESØY	Gate-/veg-adresse	332		4626	Øygarden	Vestland	60.6605	4.7912	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:28
5335	Hernar	5335 HERNAR	Gate-/veg-adresse	18		4626	Øygarden	Vestland	60.68797	4.72214	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:28
5336	Tjeldstø	5336 TJELDSTØ	Gate-/veg-adresse	734		4626	Øygarden	Vestland	60.5894	4.8403	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5337	Rong	5337 RONG	Gate-/veg-adresse	3212		4626	Øygarden	Vestland	60.51223	4.9027	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5341	Straume	5341 STRAUME	Postboksar			4626	Øygarden	Vestland	60.35849	5.12671	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5342	Straume	5342 STRAUME	Postboksar			4626	Øygarden	Vestland	60.3585	5.1267	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5343	Straume	5343 STRAUME	Postboksar			4626	Øygarden	Vestland	60.3585	5.1267	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5344	Misje (ikkje i bruk)	5344 MISJE (ikkje i bruk)	Historisk			4626	Øygarden	Vestland	60.4515	4.9647	6	Usikker plassering	2020-02-19 01:28:57
5345	Knarrevik	5345 KNARREVIK	Postboksar			4626	Øygarden	Vestland	60.38270	5.15287	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5346	Ågotnes	5346 ÅGOTNES	Postboksar			4626	Øygarden	Vestland	60.408	5.0024	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5347	Ågotnes	5347 ÅGOTNES	Gate-/veg-adresse			4626	Øygarden	Vestland	60.408	5.0024	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:28
5348	Rong (ikkje i bruk)	5348 RONG (ikkje i bruk)	Historisk			4626	Øygarden	Vestland	60.51346	4.90957	6	Usikker plassering	2020-02-19 01:28:57
5350	Brattholmen	5350 BRATTHOLMEN	Gate-/veg-adresse	1720		4626	Øygarden	Vestland	60.3495	5.16	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5353	Straume	5353 STRAUME	Gate-/veg-adresse	5188		4626	Øygarden	Vestland	60.3547	5.1204	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5354	Straume	5354 STRAUME	Gate-/veg-adresse			4626	Øygarden	Vestland	60.3613	5.122	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5355	Knarrevik	5355 KNARREVIK	Gate-/veg-adresse	2733		4626	Øygarden	Vestland	60.3738	5.1578	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5357	Fjell	5357 FJELL	Gate-/veg-adresse	3805		4626	Øygarden	Vestland	60.3304	5.0761	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5358	Fjell	5358 FJELL	Postboksar			4626	Øygarden	Vestland	60.33069	5.07680	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5360	Kolltveit	5360 KOLLTVEIT	Gate-/veg-adresse	2885		4626	Øygarden	Vestland	60.3573	5.0825	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:28
5363	Ågotnes	5363 ÅGOTNES	Gate-/veg-adresse	4352		4626	Øygarden	Vestland	60.4031	5.0192	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5365	Turøy	5365 TURØY	Gate-/veg-adresse	142		4626	Øygarden	Vestland	60.4476	4.9153	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:28
5366	Misje	5366 MISJE	Gate-/veg-adresse	323		4626	Øygarden	Vestland	60.4515	4.9647	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5370	Fjell (ikkje i bruk)	5370 FJELL (ikkje i bruk)	Historisk	0		4626	Øygarden	Vestland	60.3304	5.0761	6	Usikker plassering	2020-02-19 01:28:57
5371	Skogsvåg	5371 SKOGSVÅG	Postboksar			4626	Øygarden	Vestland	60.27020	5.07298	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5373	Klokkarvik (ikkje i bruk)	5373 KLOKKARVIK (ikkje i bruk)	Postboksar			4626	Øygarden	Vestland	60.2247	5.1509	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:28:57
5374	Steinsland	5374 STEINSLAND	Postboksar			4626	Øygarden	Vestland	60.19302	5.10510	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5378	Klokkarvik	5378 KLOKKARVIK	Gate-/veg-adresse	1412		4626	Øygarden	Vestland	60.2247	5.1509	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5379	Steinsland	5379 STEINSLAND	Gate-/veg-adresse	1374		4626	Øygarden	Vestland	60.203	5.0862	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5380	Tælavåg	5380 TÆLAVÅG	Gate-/veg-adresse	669		4626	Øygarden	Vestland	60.2629	4.9864	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5381	Glesvær	5381 GLESVÆR	Gate-/veg-adresse	750		4626	Øygarden	Vestland	60.2044	5.0403	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5382	Skogsvåg	5382 SKOGSVÅG	Gate-/veg-adresse	2236		4626	Øygarden	Vestland	60.2551	5.1016	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:28
5384	Torangsvåg	5384 TORANGSVÅG	Gate-/veg-adresse	570		4625	Austevoll	Vestland	60.1139	5.1541	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:14
5385	Bakkasund	5385 BAKKASUND	Gate-/veg-adresse	177		4625	Austevoll	Vestland	60.1308	5.0888	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:14
5386	Glesvær (ikkje i bruk)	5386 GLESVÆR (ikkje i bruk)	Historisk			4626	Øygarden	Vestland	60.2044	5.0403	6	Usikker plassering	2020-02-19 01:28:57
5387	Møkster	5387 MØKSTER	Gateadresser og postboksar	50		4625	Austevoll	Vestland	60.06049	5.09579	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5388	Litlakalsøy	5388 LITLAKALSØY	Gate-/veg-adresse	11		4625	Austevoll	Vestland	60.0408	5.086	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:14
5390	Klokkarvik (ikkje i bruk)	5390 KLOKKARVIK (ikkje i bruk)	Historisk			4626	Øygarden	Vestland	60.2247	5.1509	6	Usikker plassering	2020-02-19 01:28:57
5392	Storebø	5392 STOREBØ	Gate-/veg-adresse	1861		4625	Austevoll	Vestland	60.0949	5.227	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:14
5393	Storebø	5393 STOREBØ	Postboksar			4625	Austevoll	Vestland	60.09398	5.22963	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5394	Kolbeinsvik	5394 KOLBEINSVIK	Gate-/veg-adresse	445		4625	Austevoll	Vestland	60.0412	5.2025	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:14
5395	Steinsland (ikkje i bruk)	5395 STEINSLAND (ikkje i bruk)	Historisk			4626	Øygarden	Vestland	60.203	5.0862	6	Usikker plassering	2020-02-19 01:28:57
5396	Vestre Vinnesvåg	5396 VESTRE VINNESVÅG	Gate-/veg-adresse	366		4625	Austevoll	Vestland	60.0103	5.2665	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:14
5397	Bekkjarvik	5397 BEKKJARVIK	Gate-/veg-adresse	1020		4625	Austevoll	Vestland	60.0080	5.2005	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:14
5398	Stolmen	5398 STOLMEN	Gate-/veg-adresse	177		4625	Austevoll	Vestland	59.9980	5.0878	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:14
5399	Bekkjarvik	5399 BEKKJARVIK	Postboksar	0		4625	Austevoll	Vestland	60.00724	5.20453	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:04
5400	Stord (ikkje i bruk)	5400 STORD (ikkje i bruk)	Historisk	0		4614	Stord	Vestland	59.77977	5.50051	6	Usikker plassering	2020-02-19 01:28:57
5401	Stord	5401 STORD	Postboksar			4614	Stord	Vestland	59.77959	5.50020	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:10
5402	Stord	5402 STORD	Postboksar			4614	Stord	Vestland	59.7818	5.4995	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:11
5403	Stord	5403 STORD	Postboksar			4614	Stord	Vestland	59.7818	5.4995	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:11
5404	Stord	5404 STORD	Postboksar			4614	Stord	Vestland	59.7818	5.4995	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:11
5405	Stord (ikkje i bruk)	5405 STORD (ikkje i bruk)	Postboksar			4614	Stord	Vestland	59.7818	5.4995	1	Koordinatane gjeld postkontoret	2020-02-19 01:28:57
5406	Stord	5406 STORD	Postboksar			4614	Stord	Vestland	59.76492	5.46404	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:11
5407	Stord	5407 STORD	Postboksar			4614	Stord	Vestland	59.80343	5.51865	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:11
5408	Sagvåg	5408 SAGVÅG	Postboksar			4614	Stord	Vestland	59.77491	5.39187	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:11
5409	Stord	5409 STORD	Postboksar			4614	Stord	Vestland	59.7798	5.5005	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:11
5410	Sagvåg	5410 SAGVÅG	Gate-/veg-adresse	2972		4614	Stord	Vestland	59.7814	5.3899	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5411	Stord	5411 STORD	Gate-/veg-adresse	2802		4614	Stord	Vestland	59.7723	5.4968	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5412	Stord	5412 STORD	Gate-/veg-adresse	3103		4614	Stord	Vestland	59.758	5.4567	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5413	Huglo	5413 HUGLO	Gate-/veg-adresse	117		4614	Stord	Vestland	59.8636	5.565	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5414	Stord	5414 STORD	Gate-/veg-adresse	2266		4614	Stord	Vestland	59.8203	5.516	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5415	Stord	5415 STORD	Gate-/veg-adresse	1225		4614	Stord	Vestland	59.7861	5.412	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5416	Stord	5416 STORD	Gate-/veg-adresse	3331		4614	Stord	Vestland	59.795	5.5167	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5417	Stord	5417 STORD	Gate-/veg-adresse	2171		4614	Stord	Vestland	59.7836	5.4938	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:26
5418	Fitjar	5418 FITJAR	Postboksar			4615	Fitjar	Vestland	59.91813	5.31605	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:06
5419	Fitjar	5419 FITJAR	Gate-/veg-adresse	2718		4615	Fitjar	Vestland	59.9178	5.3164	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:16
5420	Rubbestadneset	5420 RUBBESTADNESET	Gate-/veg-adresse	1835		4613	Bømlo	Vestland	59.8147	5.2634	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5423	Brandasund	5423 BRANDASUND	Gate-/veg-adresse	102		4613	Bømlo	Vestland	59.8944	5.0896	5	Koordinatane er retta av ein yr.no-brukar	2020-02-19 01:12:15
5427	Urangsvåg	5427 URANGSVÅG	Gate-/veg-adresse	1362		4613	Bømlo	Vestland	59.8068	5.1756	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5428	Foldrøyhamn	5428 FOLDRØYHAMN	Gate-/veg-adresse	619		4613	Bømlo	Vestland	59.7937	5.3052	3	Koordinatane er kontrollerte av ein yr.no-brukar	2020-02-19 01:12:15
5430	Bremnes	5430 BREMNES	Gate-/veg-adresse	3164		4613	Bømlo	Vestland	59.7674	5.1243	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5437	Finnås	5437 FINNÅS	Gate-/veg-adresse	989		4613	Bømlo	Vestland	59.745	5.2595	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5440	Mosterhamn	5440 MOSTERHAMN	Gate-/veg-adresse	2075		4613	Bømlo	Vestland	59.6992	5.3858	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5443	Bømlo	5443 BØMLO	Gate-/veg-adresse	1138		4613	Bømlo	Vestland	59.6043	5.2291	2	Koordinatane er retta av Erik Bolstad	2020-02-19 01:12:15
5444	Espevær	5444 ESPEVÆR	Gateadresser og postboksar	133		4613	Bømlo	Vestland	59.58852	5.15321	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:12
5445	Bremnes	5445 BREMNES	Postboksar			4613	Bømlo	Vestland	59.79344	5.17345	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:05
5447	Mosterhamn	5447 MOSTERHAMN	Postboksar			4613	Bømlo	Vestland	59.69881	5.38775	1	Koordinatane gjeld postkontoret	2020-02-19 01:12:05
